portName;portCode;cityName;domestic;countryName;countryCode;depPortCode
Almati;ALA;Almati;False;Kazakistan;KZ;ZAG
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;ZAG
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;ZAG
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;ZAG
Oş;OSS;Oş;False;Kırgızistan;KG;ZAG
Priştine;PRN;Priştine;False;Kosova;XK;ZAG
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;ZAG
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;ZAG
Beyrut;BEY;Beyrut;False;Lübnan;LB;ZAG
Hurgada;HRG;Hurghada;False;Mısır;EG;ZAG
İskenderiye;HBE;İskenderiye;False;Mısır;EG;ZAG
Kahire-SPX;SPX;Kahire;False;Mısır;EG;ZAG
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;ZAG
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;ZAG
Kazan;KZN;Kazan;False;Rusya;RU;ZAG
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;ZAG
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;ZAG
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;ZAG
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;ZAG
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;ZAG
Adana;ADA;Adana;True;Türkiye;TR;ZAG
Adıyaman;ADF;Adıyaman;True;Türkiye;TR;ZAG
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;ZAG
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;ZAG
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;ZAG
Antalya;AYT;Antalya;True;Türkiye;TR;ZAG
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;ZAG
Bingöl;BGG;Bingöl;True;Türkiye;TR;ZAG
Dalaman;DLM;Dalaman;True;Türkiye;TR;ZAG
Denizli;DNZ;Denizli;True;Türkiye;TR;ZAG
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;ZAG
Elazığ;EZS;Elazığ;True;Türkiye;TR;ZAG
Erzurum;ERZ;Erzurum;True;Türkiye;TR;ZAG
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;ZAG
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;ZAG
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;ZAG
Kars;KSY;Kars;True;Türkiye;TR;ZAG
Kayseri;ASR;Kayseri;True;Türkiye;TR;ZAG
Konya;KYA;Konya;True;Türkiye;TR;ZAG
Malatya;MLX;Malatya;True;Türkiye;TR;ZAG
Mardin;MQM;Mardin;True;Türkiye;TR;ZAG
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;ZAG
Muş;MSR;Muş;True;Türkiye;TR;ZAG
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;ZAG
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;ZAG
Samsun;SZF;Samsun;True;Türkiye;TR;ZAG
Sivas;VAS;Sivas;True;Türkiye;TR;ZAG
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;ZAG
Trabzon;TZX;Trabzon;True;Türkiye;TR;ZAG
Van;VAN;Van;True;Türkiye;TR;ZAG
Maskat;MCT;Maskat;False;Umman;OM;ZAG
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;ZAG
Atina;ATH;Atina;False;Yunanistan;GR;ZAG
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;AMS
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;AMS
Gence;GNJ;Ganja;False;Azerbaycan;AZ;AMS
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;AMS
Abudhabi;AUH;Abu Dabi;False;Birleşik Arap Emirlikleri;AE;AMS
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;AMS
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;AMS
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;AMS
Sofya;SOF;Sofya;False;Bulgaristan;BG;AMS
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;AMS
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;AMS
Batum;BUS;Batum;False;Gürcistan;GE;AMS
Kutaisi;KUT;Kutaisi;False;Gürcistan;GE;AMS
Tiflis;TBS;Tiflis;False;Gürcistan;GE;AMS
Bağdat;BGW;Bağdat;False;Irak;IQ;AMS
Basra;BSR;Basra;False;Irak;IQ;AMS
Erbil;EBL;Erbil;False;Irak;IQ;AMS
Meşhed;MHD;Mashad;False;İran;IR;AMS
Tabriz;TBZ;Tebriz;False;İran;IR;AMS
Tahran - IKA;IKA;Tahran;False;İran;IR;AMS
Doha - DOH;DOH;Doha;False;Katar;QA;AMS
Aktau;SCO;Aktau;False;Kazakistan;KZ;AMS
Almati;ALA;Almati;False;Kazakistan;KZ;AMS
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;AMS
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;AMS
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;AMS
Oş;OSS;Oş;False;Kırgızistan;KG;AMS
Priştine;PRN;Priştine;False;Kosova;XK;AMS
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;AMS
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;AMS
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;AMS
Beyrut;BEY;Beyrut;False;Lübnan;LB;AMS
Hurgada;HRG;Hurghada;False;Mısır;EG;AMS
İskenderiye;HBE;İskenderiye;False;Mısır;EG;AMS
Kahire-CAI-Nile Air;CAI;Kahire;False;Mısır;EG;AMS
Kahire-SPX;SPX;Kahire;False;Mısır;EG;AMS
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;AMS
Kişinev;RMO;Kishinev;False;Moldova;MD;AMS
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;AMS
Bükreş-Otopeni;OTP;Bükreş - Henri Coanda;False;Romanya;RO;AMS
Kazan;KZN;Kazan;False;Rusya;RU;AMS
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;AMS
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;AMS
Belgrad;BEG;Belgrad;False;Sırbistan;RS;AMS
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;AMS
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;AMS
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;AMS
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;AMS
Adana;ADA;Adana;True;Türkiye;TR;AMS
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;AMS
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;AMS
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;AMS
Antalya;AYT;Antalya;True;Türkiye;TR;AMS
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;AMS
Batman;BAL;Batman;True;Türkiye;TR;AMS
Bingöl;BGG;Bingöl;True;Türkiye;TR;AMS
Dalaman;DLM;Dalaman;True;Türkiye;TR;AMS
Denizli;DNZ;Denizli;True;Türkiye;TR;AMS
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;AMS
Elazığ;EZS;Elazığ;True;Türkiye;TR;AMS
Erzincan;ERC;Erzincan;True;Türkiye;TR;AMS
Erzurum;ERZ;Erzurum;True;Türkiye;TR;AMS
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;AMS
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;AMS
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;AMS
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;AMS
Kars;KSY;Kars;True;Türkiye;TR;AMS
Kayseri;ASR;Kayseri;True;Türkiye;TR;AMS
Konya;KYA;Konya;True;Türkiye;TR;AMS
Malatya;MLX;Malatya;True;Türkiye;TR;AMS
Mardin;MQM;Mardin;True;Türkiye;TR;AMS
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;AMS
Muş;MSR;Muş;True;Türkiye;TR;AMS
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;AMS
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;AMS
Samsun;SZF;Samsun;True;Türkiye;TR;AMS
Sivas;VAS;Sivas;True;Türkiye;TR;AMS
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;AMS
Trabzon;TZX;Trabzon;True;Türkiye;TR;AMS
Van;VAN;Van;True;Türkiye;TR;AMS
Maskat;MCT;Maskat;False;Umman;OM;AMS
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;AMS
Atina;ATH;Atina;False;Yunanistan;GR;AMS
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;EIN
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;EIN
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;EIN
Abudhabi;AUH;Abu Dabi;False;Birleşik Arap Emirlikleri;AE;EIN
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;EIN
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;EIN
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;EIN
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;EIN
Kutaisi;KUT;Kutaisi;False;Gürcistan;GE;EIN
Tiflis;TBS;Tiflis;False;Gürcistan;GE;EIN
Bağdat;BGW;Bağdat;False;Irak;IQ;EIN
Basra;BSR;Basra;False;Irak;IQ;EIN
Erbil;EBL;Erbil;False;Irak;IQ;EIN
Meşhed;MHD;Mashad;False;İran;IR;EIN
Tabriz;TBZ;Tebriz;False;İran;IR;EIN
Tahran - IKA;IKA;Tahran;False;İran;IR;EIN
Doha - DOH;DOH;Doha;False;Katar;QA;EIN
Aktau;SCO;Aktau;False;Kazakistan;KZ;EIN
Almati;ALA;Almati;False;Kazakistan;KZ;EIN
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;EIN
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;EIN
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;EIN
Oş;OSS;Oş;False;Kırgızistan;KG;EIN
Priştine;PRN;Priştine;False;Kosova;XK;EIN
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;EIN
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;EIN
Beyrut;BEY;Beyrut;False;Lübnan;LB;EIN
Hurgada;HRG;Hurghada;False;Mısır;EG;EIN
İskenderiye;HBE;İskenderiye;False;Mısır;EG;EIN
Kahire-SPX;SPX;Kahire;False;Mısır;EG;EIN
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;EIN
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;EIN
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;EIN
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;EIN
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;EIN
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;EIN
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;EIN
Adana;ADA;Adana;True;Türkiye;TR;EIN
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;EIN
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;EIN
Antalya;AYT;Antalya;True;Türkiye;TR;EIN
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;EIN
Dalaman;DLM;Dalaman;True;Türkiye;TR;EIN
Denizli;DNZ;Denizli;True;Türkiye;TR;EIN
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;EIN
Elazığ;EZS;Elazığ;True;Türkiye;TR;EIN
Erzurum;ERZ;Erzurum;True;Türkiye;TR;EIN
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;EIN
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;EIN
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;EIN
Kayseri;ASR;Kayseri;True;Türkiye;TR;EIN
Konya;KYA;Konya;True;Türkiye;TR;EIN
Malatya;MLX;Malatya;True;Türkiye;TR;EIN
Mardin;MQM;Mardin;True;Türkiye;TR;EIN
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;EIN
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;EIN
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;EIN
Samsun;SZF;Samsun;True;Türkiye;TR;EIN
Sivas;VAS;Sivas;True;Türkiye;TR;EIN
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;EIN
Trabzon;TZX;Trabzon;True;Türkiye;TR;EIN
Van;VAN;Van;True;Türkiye;TR;EIN
Maskat;MCT;Maskat;False;Umman;OM;EIN
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;EIN
Antalya;AYT;Antalya;True;Türkiye;TR;MST
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;RTM
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;RTM
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;RTM
Abudhabi;AUH;Abu Dabi;False;Birleşik Arap Emirlikleri;AE;RTM
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;RTM
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;RTM
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;RTM
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;RTM
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;RTM
Kutaisi;KUT;Kutaisi;False;Gürcistan;GE;RTM
Tiflis;TBS;Tiflis;False;Gürcistan;GE;RTM
Bağdat;BGW;Bağdat;False;Irak;IQ;RTM
Basra;BSR;Basra;False;Irak;IQ;RTM
Erbil;EBL;Erbil;False;Irak;IQ;RTM
Meşhed;MHD;Mashad;False;İran;IR;RTM
Tabriz;TBZ;Tebriz;False;İran;IR;RTM
Tahran - IKA;IKA;Tahran;False;İran;IR;RTM
Podgoritsa/TGD;TGD;Podgorica;False;Karadağ;ME;RTM
Doha - DOH;DOH;Doha;False;Katar;QA;RTM
Aktau;SCO;Aktau;False;Kazakistan;KZ;RTM
Almati;ALA;Almati;False;Kazakistan;KZ;RTM
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;RTM
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;RTM
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;RTM
Oş;OSS;Oş;False;Kırgızistan;KG;RTM
Priştine;PRN;Priştine;False;Kosova;XK;RTM
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;RTM
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;RTM
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;RTM
Beyrut;BEY;Beyrut;False;Lübnan;LB;RTM
Hurgada;HRG;Hurghada;False;Mısır;EG;RTM
İskenderiye;HBE;İskenderiye;False;Mısır;EG;RTM
Kahire-SPX;SPX;Kahire;False;Mısır;EG;RTM
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;RTM
Kişinev;RMO;Kishinev;False;Moldova;MD;RTM
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;RTM
Kazan;KZN;Kazan;False;Rusya;RU;RTM
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;RTM
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;RTM
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;RTM
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;RTM
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;RTM
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;RTM
Adana;ADA;Adana;True;Türkiye;TR;RTM
Adıyaman;ADF;Adıyaman;True;Türkiye;TR;RTM
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;RTM
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;RTM
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;RTM
Antalya;AYT;Antalya;True;Türkiye;TR;RTM
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;RTM
Bingöl;BGG;Bingöl;True;Türkiye;TR;RTM
Dalaman;DLM;Dalaman;True;Türkiye;TR;RTM
Denizli;DNZ;Denizli;True;Türkiye;TR;RTM
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;RTM
Elazığ;EZS;Elazığ;True;Türkiye;TR;RTM
Erzincan;ERC;Erzincan;True;Türkiye;TR;RTM
Erzurum;ERZ;Erzurum;True;Türkiye;TR;RTM
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;RTM
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;RTM
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;RTM
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;RTM
Kars;KSY;Kars;True;Türkiye;TR;RTM
Kayseri;ASR;Kayseri;True;Türkiye;TR;RTM
Konya;KYA;Konya;True;Türkiye;TR;RTM
Malatya;MLX;Malatya;True;Türkiye;TR;RTM
Mardin;MQM;Mardin;True;Türkiye;TR;RTM
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;RTM
Muş;MSR;Muş;True;Türkiye;TR;RTM
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;RTM
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;RTM
Samsun;SZF;Samsun;True;Türkiye;TR;RTM
Sivas;VAS;Sivas;True;Türkiye;TR;RTM
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;RTM
Trabzon;TZX;Trabzon;True;Türkiye;TR;RTM
Van;VAN;Van;True;Türkiye;TR;RTM
Maskat;MCT;Maskat;False;Umman;OM;RTM
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;RTM
Atina;ATH;Atina;False;Yunanistan;GR;RTM
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;BGW
Dortmund;DTM;Dortmund;False;Almanya;DE;BGW
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;BGW
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;BGW
Hamburg;HAM;Hamburg - Fuhlsbuettel;False;Almanya;DE;BGW
Hannover;HAJ;Hannover;False;Almanya;DE;BGW
Köln;CGN;Köln - Bonn;False;Almanya;DE;BGW
Münih;MUC;Münih Franz Josef Strauss;False;Almanya;DE;BGW
Nürnberg;NUE;Nuremberg;False;Almanya;DE;BGW
Stuttgart;STR;Stuttgart;False;Almanya;DE;BGW
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;BGW
Viyana;VIE;Viyana;False;Avusturya;AT;BGW
Gence;GNJ;Ganja;False;Azerbaycan;AZ;BGW
Brüksel-Charleroi;CRL;Brüksel - Charleroi;False;Belçika;BE;BGW
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;BGW
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;BGW
Sofya;SOF;Sofya;False;Bulgaristan;BG;BGW
Prag;PRG;Prag - Vaclav Havel;False;Çek Cumhuriyeti;CZ;BGW
Kopenhag;CPH;Kopenhag;False;Danimarka;DK;BGW
Helsinki;HEL;Helsinki - Vantaa;False;Finlandiya;FI;BGW
Lyon-Saint Exupery;LYS;Lyon;False;Fransa;FR;BGW
Marsilya;MRS;Marsilya;False;Fransa;FR;BGW
Paris-Orly;ORY;Paris - Orly;False;Fransa;FR;BGW
Batum;BUS;Batum;False;Gürcistan;GE;BGW
Tiflis;TBS;Tiflis;False;Gürcistan;GE;BGW
Zagreb;ZAG;Zagreb;False;Hırvatistan;HR;BGW
Amsterdam;AMS;Amsterdam Schiphol;False;Hollanda;NL;BGW
Eindhoven;EIN;Eindhoven;False;Hollanda;NL;BGW
Rotterdam;RTM;Rotterdam The Hague;False;Hollanda;NL;BGW
Birmingham;BHX;Birmingham;False;İngiltere;GB;BGW
Edinburgh;EDI;Edinburgh;False;İngiltere;GB;BGW
Londra-Stansted;STN;Londra - Stansted;False;İngiltere;GB;BGW
Manchester;MAN;Manchester;False;İngiltere;GB;BGW
Barselona;BCN;Barselona;False;İspanya;ES;BGW
Madrid - Barajas;MAD;Madrid - Barajas;False;İspanya;ES;BGW
Stockholm - Arlanda;ARN;Stockholm Arlanda;False;İsveç;SE;BGW
Basel - Mulhouse;BSL;Basel;False;İsviçre;CH;BGW
Cenevre;GVA;Cenevre;False;İsviçre;CH;BGW
Zürih;ZRH;Zürih - Kloten;False;İsviçre;CH;BGW
Bologna;BLQ;Bologna Guglielmo Marconi;False;İtalya;IT;BGW
Milan-Bergamo;BGY;Milano - Bergamo;False;İtalya;IT;BGW
Roma-Fiumicino;FCO;Roma - Fiumicino;False;İtalya;IT;BGW
Venedik;VCE;Venedik Marco Polo;False;İtalya;IT;BGW
Podgoritsa/TGD;TGD;Podgorica;False;Karadağ;ME;BGW
Priştine;PRN;Priştine;False;Kosova;XK;BGW
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;BGW
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;BGW
Budapeşte;BUD;Budapeşte;False;Macaristan;HU;BGW
Hurgada;HRG;Hurghada;False;Mısır;EG;BGW
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;BGW
Oslo;OSL;Oslo;False;Norveç;NO;BGW
Bükreş-Otopeni;OTP;Bükreş - Henri Coanda;False;Romanya;RO;BGW
Kazan;KZN;Kazan;False;Rusya;RU;BGW
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;BGW
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;BGW
Belgrad;BEG;Belgrad;False;Sırbistan;RS;BGW
Bratislava;BTS;Bratislava;False;Slovakya;SK;BGW
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;BGW
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;BGW
Adana;ADA;Adana;True;Türkiye;TR;BGW
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;BGW
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;BGW
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;BGW
Antalya;AYT;Antalya;True;Türkiye;TR;BGW
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;BGW
Batman;BAL;Batman;True;Türkiye;TR;BGW
Bingöl;BGG;Bingöl;True;Türkiye;TR;BGW
Dalaman;DLM;Dalaman;True;Türkiye;TR;BGW
Denizli;DNZ;Denizli;True;Türkiye;TR;BGW
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;BGW
Elazığ;EZS;Elazığ;True;Türkiye;TR;BGW
Erzincan;ERC;Erzincan;True;Türkiye;TR;BGW
Erzurum;ERZ;Erzurum;True;Türkiye;TR;BGW
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;BGW
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;BGW
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;BGW
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;BGW
Kars;KSY;Kars;True;Türkiye;TR;BGW
Kayseri;ASR;Kayseri;True;Türkiye;TR;BGW
Konya;KYA;Konya;True;Türkiye;TR;BGW
Malatya;MLX;Malatya;True;Türkiye;TR;BGW
Mardin;MQM;Mardin;True;Türkiye;TR;BGW
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;BGW
Muş;MSR;Muş;True;Türkiye;TR;BGW
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;BGW
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;BGW
Samsun;SZF;Samsun;True;Türkiye;TR;BGW
Sivas;VAS;Sivas;True;Türkiye;TR;BGW
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;BGW
Trabzon;TZX;Trabzon;True;Türkiye;TR;BGW
Van;VAN;Van;True;Türkiye;TR;BGW
Atina;ATH;Atina;False;Yunanistan;GR;BGW
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;BSR
Dortmund;DTM;Dortmund;False;Almanya;DE;BSR
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;BSR
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;BSR
Hamburg;HAM;Hamburg - Fuhlsbuettel;False;Almanya;DE;BSR
Hannover;HAJ;Hannover;False;Almanya;DE;BSR
Köln;CGN;Köln - Bonn;False;Almanya;DE;BSR
Münih;MUC;Münih Franz Josef Strauss;False;Almanya;DE;BSR
Nürnberg;NUE;Nuremberg;False;Almanya;DE;BSR
Stuttgart;STR;Stuttgart;False;Almanya;DE;BSR
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;BSR
Viyana;VIE;Viyana;False;Avusturya;AT;BSR
Gence;GNJ;Ganja;False;Azerbaycan;AZ;BSR
Brüksel-Charleroi;CRL;Brüksel - Charleroi;False;Belçika;BE;BSR
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;BSR
Sofya;SOF;Sofya;False;Bulgaristan;BG;BSR
Prag;PRG;Prag - Vaclav Havel;False;Çek Cumhuriyeti;CZ;BSR
Kopenhag;CPH;Kopenhag;False;Danimarka;DK;BSR
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;BSR
Helsinki;HEL;Helsinki - Vantaa;False;Finlandiya;FI;BSR
Lyon-Saint Exupery;LYS;Lyon;False;Fransa;FR;BSR
Marsilya;MRS;Marsilya;False;Fransa;FR;BSR
Paris-Orly;ORY;Paris - Orly;False;Fransa;FR;BSR
Batum;BUS;Batum;False;Gürcistan;GE;BSR
Tiflis;TBS;Tiflis;False;Gürcistan;GE;BSR
Zagreb;ZAG;Zagreb;False;Hırvatistan;HR;BSR
Amsterdam;AMS;Amsterdam Schiphol;False;Hollanda;NL;BSR
Rotterdam;RTM;Rotterdam The Hague;False;Hollanda;NL;BSR
Birmingham;BHX;Birmingham;False;İngiltere;GB;BSR
Edinburgh;EDI;Edinburgh;False;İngiltere;GB;BSR
Londra-Stansted;STN;Londra - Stansted;False;İngiltere;GB;BSR
Manchester;MAN;Manchester;False;İngiltere;GB;BSR
Barselona;BCN;Barselona;False;İspanya;ES;BSR
Madrid - Barajas;MAD;Madrid - Barajas;False;İspanya;ES;BSR
