portName;portCode;cityName;domestic;countryName;countryCode;depPortCode
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;MZH
Batman;BAL;Batman;True;Türkiye;TR;MZH
Dalaman;DLM;Dalaman;True;Türkiye;TR;MZH
Denizli;DNZ;Denizli;True;Türkiye;TR;MZH
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;MZH
Elazığ;EZS;Elazığ;True;Türkiye;TR;MZH
Erzurum;ERZ;Erzurum;True;Türkiye;TR;MZH
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;MZH
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;MZH
Kayseri;ASR;Kayseri;True;Türkiye;TR;MZH
Konya;KYA;Konya;True;Türkiye;TR;MZH
Malatya;MLX;Malatya;True;Türkiye;TR;MZH
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;MZH
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;MZH
Van;VAN;Van;True;Türkiye;TR;MZH
Maskat;MCT;Maskat;False;Umman;OM;MZH
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;MZH
Atina;ATH;Atina;False;Yunanistan;GR;MZH
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;ESB
Bremen;BRE;Bremen;False;Almanya;DE;ESB
Dortmund;DTM;Dortmund;False;Almanya;DE;ESB
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;ESB
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;ESB
Hamburg;HAM;Hamburg - Fuhlsbuettel;False;Almanya;DE;ESB
Hannover;HAJ;Hannover;False;Almanya;DE;ESB
Köln;CGN;Köln - Bonn;False;Almanya;DE;ESB
Leipzig;LEJ;Leipzig Halle;False;Almanya;DE;ESB
Münih;MUC;Münih Franz Josef Strauss;False;Almanya;DE;ESB
Münster;FMO;Münster Osnabrück;False;Almanya;DE;ESB
Nürnberg;NUE;Nuremberg;False;Almanya;DE;ESB
Stuttgart;STR;Stuttgart;False;Almanya;DE;ESB
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;ESB
Viyana;VIE;Viyana;False;Avusturya;AT;ESB
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;ESB
Gence;GNJ;Ganja;False;Azerbaycan;AZ;ESB
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;ESB
Brüksel;BRU;Brüksel;False;Belçika;BE;ESB
Brüksel-Charleroi;CRL;Brüksel - Charleroi;False;Belçika;BE;ESB
Abudhabi;AUH;Abu Dabi;False;Birleşik Arap Emirlikleri;AE;ESB
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;ESB
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;ESB
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;ESB
Sofya;SOF;Sofya;False;Bulgaristan;BG;ESB
Prag;PRG;Prag - Vaclav Havel;False;Çek Cumhuriyeti;CZ;ESB
Aalborg;AAL;Aalborg;False;Danimarka;DK;ESB
Billund;BLL;Billund;False;Danimarka;DK;ESB
Kopenhag;CPH;Kopenhag;False;Danimarka;DK;ESB
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;ESB
Tallinn;TLL;Tallin;False;Estonya;EE;ESB
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;ESB
Helsinki;HEL;Helsinki - Vantaa;False;Finlandiya;FI;ESB
Lyon-Saint Exupery;LYS;Lyon;False;Fransa;FR;ESB
Marsilya;MRS;Marsilya;False;Fransa;FR;ESB
Paris-Charles de Gaulle;CDG;Paris - Charles De Gaulle;False;Fransa;FR;ESB
Paris-Orly;ORY;Paris - Orly;False;Fransa;FR;ESB
Batum;BUS;Batum;False;Gürcistan;GE;ESB
Kutaisi;KUT;Kutaisi;False;Gürcistan;GE;ESB
Tiflis;TBS;Tiflis;False;Gürcistan;GE;ESB
Zagreb;ZAG;Zagreb;False;Hırvatistan;HR;ESB
Amsterdam;AMS;Amsterdam Schiphol;False;Hollanda;NL;ESB
Eindhoven;EIN;Eindhoven;False;Hollanda;NL;ESB
Rotterdam;RTM;Rotterdam The Hague;False;Hollanda;NL;ESB
Bağdat;BGW;Bağdat;False;Irak;IQ;ESB
Basra;BSR;Basra;False;Irak;IQ;ESB
Erbil;EBL;Erbil;False;Irak;IQ;ESB
Birmingham;BHX;Birmingham;False;İngiltere;GB;ESB
Edinburgh;EDI;Edinburgh;False;İngiltere;GB;ESB
Londra-Stansted;STN;Londra - Stansted;False;İngiltere;GB;ESB
Manchester;MAN;Manchester;False;İngiltere;GB;ESB
Meşhed;MHD;Mashad;False;İran;IR;ESB
Tabriz;TBZ;Tebriz;False;İran;IR;ESB
Tahran - IKA;IKA;Tahran;False;İran;IR;ESB
Dublin;DUB;Dublin;False;İrlanda;IE;ESB
Barselona;BCN;Barselona;False;İspanya;ES;ESB
Madrid - Barajas;MAD;Madrid - Barajas;False;İspanya;ES;ESB
Göteborg - Landvetter;GOT;Göteborg - Landvetter;False;İsveç;SE;ESB
Norrkoping;NRK;Norrkoping;False;İsveç;SE;ESB
Stockholm - Arlanda;ARN;Stockholm Arlanda;False;İsveç;SE;ESB
Basel - Mulhouse;BSL;Basel;False;İsviçre;CH;ESB
Cenevre;GVA;Cenevre;False;İsviçre;CH;ESB
Zürih;ZRH;Zürih - Kloten;False;İsviçre;CH;ESB
Bologna;BLQ;Bologna Guglielmo Marconi;False;İtalya;IT;ESB
Milan-Bergamo;BGY;Milano - Bergamo;False;İtalya;IT;ESB
Roma-Fiumicino;FCO;Roma - Fiumicino;False;İtalya;IT;ESB
Venedik;VCE;Venedik Marco Polo;False;İtalya;IT;ESB
Podgoritsa/TGD;TGD;Podgorica;False;Karadağ;ME;ESB
Doha - DOH;DOH;Doha;False;Katar;QA;ESB
Aktau;SCO;Aktau;False;Kazakistan;KZ;ESB
Almati;ALA;Almati;False;Kazakistan;KZ;ESB
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;ESB
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;ESB
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;ESB
Oş;OSS;Oş;False;Kırgızistan;KG;ESB
Priştine;PRN;Priştine;False;Kosova;XK;ESB
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;ESB
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;ESB
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;ESB
Beyrut;BEY;Beyrut;False;Lübnan;LB;ESB
Budapeşte;BUD;Budapeşte;False;Macaristan;HU;ESB
Hurgada;HRG;Hurghada;False;Mısır;EG;ESB
İskenderiye;HBE;İskenderiye;False;Mısır;EG;ESB
Kahire-CAI-Nile Air;CAI;Kahire;False;Mısır;EG;ESB
Kahire-SPX;SPX;Kahire;False;Mısır;EG;ESB
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;ESB
Kişinev;RMO;Kishinev;False;Moldova;MD;ESB
Oslo;OSL;Oslo;False;Norveç;NO;ESB
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;ESB
Krakov;KRK;Krakov;False;Polonya;PL;ESB
Varşova;WAW;Varşova;False;Polonya;PL;ESB
Lizbon;LIS;Lizbon;False;Portekiz;PT;ESB
Bükreş-Otopeni;OTP;Bükreş - Henri Coanda;False;Romanya;RO;ESB
Kazan;KZN;Kazan;False;Rusya;RU;ESB
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;ESB
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;ESB
Belgrad;BEG;Belgrad;False;Sırbistan;RS;ESB
Bratislava;BTS;Bratislava;False;Slovakya;SK;ESB
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;ESB
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;ESB
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;ESB
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;ESB
Adana;ADA;Adana;True;Türkiye;TR;ESB
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;ESB
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;ESB
Antalya;AYT;Antalya;True;Türkiye;TR;ESB
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;ESB
Batman;BAL;Batman;True;Türkiye;TR;ESB
Bingöl;BGG;Bingöl;True;Türkiye;TR;ESB
Dalaman;DLM;Dalaman;True;Türkiye;TR;ESB
Denizli;DNZ;Denizli;True;Türkiye;TR;ESB
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;ESB
Elazığ;EZS;Elazığ;True;Türkiye;TR;ESB
Erzincan;ERC;Erzincan;True;Türkiye;TR;ESB
Erzurum;ERZ;Erzurum;True;Türkiye;TR;ESB
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;ESB
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;ESB
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;ESB
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;ESB
Kars;KSY;Kars;True;Türkiye;TR;ESB
Malatya;MLX;Malatya;True;Türkiye;TR;ESB
Mardin;MQM;Mardin;True;Türkiye;TR;ESB
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;ESB
Muş;MSR;Muş;True;Türkiye;TR;ESB
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;ESB
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;ESB
Samsun;SZF;Samsun;True;Türkiye;TR;ESB
Sivas;VAS;Sivas;True;Türkiye;TR;ESB
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;ESB
Tekirdağ - Çorlu;TEQ;Tekirdağ - Çorlu;True;Türkiye;TR;ESB
Trabzon;TZX;Trabzon;True;Türkiye;TR;ESB
Van;VAN;Van;True;Türkiye;TR;ESB
Maskat;MCT;Maskat;False;Umman;OM;ESB
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;ESB
Atina;ATH;Atina;False;Yunanistan;GR;ESB
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;AYT
Bremen;BRE;Bremen;False;Almanya;DE;AYT
Dortmund;DTM;Dortmund;False;Almanya;DE;AYT
Dresden;DRS;Dresden;False;Almanya;DE;AYT
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;AYT
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;AYT
Hamburg;HAM;Hamburg - Fuhlsbuettel;False;Almanya;DE;AYT
Hannover;HAJ;Hannover;False;Almanya;DE;AYT
Köln;CGN;Köln - Bonn;False;Almanya;DE;AYT
Leipzig;LEJ;Leipzig Halle;False;Almanya;DE;AYT
Münih;MUC;Münih Franz Josef Strauss;False;Almanya;DE;AYT
Münster;FMO;Münster Osnabrück;False;Almanya;DE;AYT
Nürnberg;NUE;Nuremberg;False;Almanya;DE;AYT
Paderborn/Lippstadt;PAD;Paderborn Lippstadt;False;Almanya;DE;AYT
Stuttgart;STR;Stuttgart;False;Almanya;DE;AYT
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;AYT
Viyana;VIE;Viyana;False;Avusturya;AT;AYT
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;AYT
Gence;GNJ;Ganja;False;Azerbaycan;AZ;AYT
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;AYT
Brüksel;BRU;Brüksel;False;Belçika;BE;AYT
Brüksel-Charleroi;CRL;Brüksel - Charleroi;False;Belçika;BE;AYT
Abudhabi;AUH;Abu Dabi;False;Birleşik Arap Emirlikleri;AE;AYT
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;AYT
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;AYT
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;AYT
Sofya;SOF;Sofya;False;Bulgaristan;BG;AYT
Prag;PRG;Prag - Vaclav Havel;False;Çek Cumhuriyeti;CZ;AYT
Aalborg;AAL;Aalborg;False;Danimarka;DK;AYT
Billund;BLL;Billund;False;Danimarka;DK;AYT
Kopenhag;CPH;Kopenhag;False;Danimarka;DK;AYT
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;AYT
Tallinn;TLL;Tallin;False;Estonya;EE;AYT
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;AYT
Helsinki;HEL;Helsinki - Vantaa;False;Finlandiya;FI;AYT
Lyon-Saint Exupery;LYS;Lyon;False;Fransa;FR;AYT
Marsilya;MRS;Marsilya;False;Fransa;FR;AYT
Paris-Charles de Gaulle;CDG;Paris - Charles De Gaulle;False;Fransa;FR;AYT
Paris-Orly;ORY;Paris - Orly;False;Fransa;FR;AYT
Batum;BUS;Batum;False;Gürcistan;GE;AYT
Kutaisi;KUT;Kutaisi;False;Gürcistan;GE;AYT
Tiflis;TBS;Tiflis;False;Gürcistan;GE;AYT
Zagreb;ZAG;Zagreb;False;Hırvatistan;HR;AYT
Amsterdam;AMS;Amsterdam Schiphol;False;Hollanda;NL;AYT
Eindhoven;EIN;Eindhoven;False;Hollanda;NL;AYT
Maastricht;MST;Maastricht;False;Hollanda;NL;AYT
Rotterdam;RTM;Rotterdam The Hague;False;Hollanda;NL;AYT
Bağdat;BGW;Bağdat;False;Irak;IQ;AYT
Basra;BSR;Basra;False;Irak;IQ;AYT
Erbil;EBL;Erbil;False;Irak;IQ;AYT
Birmingham;BHX;Birmingham;False;İngiltere;GB;AYT
Edinburgh;EDI;Edinburgh;False;İngiltere;GB;AYT
Londra-Stansted;STN;Londra - Stansted;False;İngiltere;GB;AYT
Manchester;MAN;Manchester;False;İngiltere;GB;AYT
Meşhed;MHD;Mashad;False;İran;IR;AYT
Tabriz;TBZ;Tebriz;False;İran;IR;AYT
Tahran - IKA;IKA;Tahran;False;İran;IR;AYT
Dublin;DUB;Dublin;False;İrlanda;IE;AYT
Barselona;BCN;Barselona;False;İspanya;ES;AYT
Madrid - Barajas;MAD;Madrid - Barajas;False;İspanya;ES;AYT
Göteborg - Landvetter;GOT;Göteborg - Landvetter;False;İsveç;SE;AYT
Norrkoping;NRK;Norrkoping;False;İsveç;SE;AYT
Stockholm - Arlanda;ARN;Stockholm Arlanda;False;İsveç;SE;AYT
Basel - Mulhouse;BSL;Basel;False;İsviçre;CH;AYT
Cenevre;GVA;Cenevre;False;İsviçre;CH;AYT
Zürih;ZRH;Zürih - Kloten;False;İsviçre;CH;AYT
Bologna;BLQ;Bologna Guglielmo Marconi;False;İtalya;IT;AYT
Milan-Bergamo;BGY;Milano - Bergamo;False;İtalya;IT;AYT
Roma-Fiumicino;FCO;Roma - Fiumicino;False;İtalya;IT;AYT
Venedik;VCE;Venedik Marco Polo;False;İtalya;IT;AYT
Podgoritsa/TGD;TGD;Podgorica;False;Karadağ;ME;AYT
Doha - DOH;DOH;Doha;False;Katar;QA;AYT
Aktau;SCO;Aktau;False;Kazakistan;KZ;AYT
Almati;ALA;Almati;False;Kazakistan;KZ;AYT
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;AYT
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;AYT
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;AYT
Oş;OSS;Oş;False;Kırgızistan;KG;AYT
Priştine;PRN;Priştine;False;Kosova;XK;AYT
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;AYT
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;AYT
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;AYT
Beyrut;BEY;Beyrut;False;Lübnan;LB;AYT
Budapeşte;BUD;Budapeşte;False;Macaristan;HU;AYT
Hurgada;HRG;Hurghada;False;Mısır;EG;AYT
İskenderiye;HBE;İskenderiye;False;Mısır;EG;AYT
Kahire-CAI-Nile Air;CAI;Kahire;False;Mısır;EG;AYT
Kahire-SPX;SPX;Kahire;False;Mısır;EG;AYT
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;AYT
Kişinev;RMO;Kishinev;False;Moldova;MD;AYT
Oslo;OSL;Oslo;False;Norveç;NO;AYT
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;AYT
Krakov;KRK;Krakov;False;Polonya;PL;AYT
Varşova;WAW;Varşova;False;Polonya;PL;AYT
Lizbon;LIS;Lizbon;False;Portekiz;PT;AYT
Bükreş-Otopeni;OTP;Bükreş - Henri Coanda;False;Romanya;RO;AYT
Kazan;KZN;Kazan;False;Rusya;RU;AYT
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;AYT
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;AYT
Belgrad;BEG;Belgrad;False;Sırbistan;RS;AYT
Bratislava;BTS;Bratislava;False;Slovakya;SK;AYT
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;AYT
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;AYT
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;AYT
Riyad;RUH;Riyad - Kral Halid;False;Suudi Arabistan;SA;AYT
Adana;ADA;Adana;True;Türkiye;TR;AYT
Adıyaman;ADF;Adıyaman;True;Türkiye;TR;AYT
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;AYT
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;AYT
Balıkesir-Edremit;EDO;Balıkesir - Edremit;True;Türkiye;TR;AYT
Batman;BAL;Batman;True;Türkiye;TR;AYT
Bingöl;BGG;Bingöl;True;Türkiye;TR;AYT
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;AYT
Elazığ;EZS;Elazığ;True;Türkiye;TR;AYT
Erzincan;ERC;Erzincan;True;Türkiye;TR;AYT
Erzurum;ERZ;Erzurum;True;Türkiye;TR;AYT
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;AYT
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;AYT
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;AYT
İzmir;ADB;İzmir Adnan Menderes;True;Türkiye;TR;AYT
Kars;KSY;Kars;True;Türkiye;TR;AYT
Kayseri;ASR;Kayseri;True;Türkiye;TR;AYT
Konya;KYA;Konya;True;Türkiye;TR;AYT
Malatya;MLX;Malatya;True;Türkiye;TR;AYT
Mardin;MQM;Mardin;True;Türkiye;TR;AYT
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;AYT
Muş;MSR;Muş;True;Türkiye;TR;AYT
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;AYT
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;AYT
Samsun;SZF;Samsun;True;Türkiye;TR;AYT
Sivas;VAS;Sivas;True;Türkiye;TR;AYT
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;AYT
Tekirdağ - Çorlu;TEQ;Tekirdağ - Çorlu;True;Türkiye;TR;AYT
Trabzon;TZX;Trabzon;True;Türkiye;TR;AYT
Van;VAN;Van;True;Türkiye;TR;AYT
Maskat;MCT;Maskat;False;Umman;OM;AYT
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;AYT
Atina;ATH;Atina;False;Yunanistan;GR;AYT
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;EDO
Dortmund;DTM;Dortmund;False;Almanya;DE;EDO
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;EDO
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;EDO
Hamburg;HAM;Hamburg - Fuhlsbuettel;False;Almanya;DE;EDO
Hannover;HAJ;Hannover;False;Almanya;DE;EDO
Köln;CGN;Köln - Bonn;False;Almanya;DE;EDO
Münih;MUC;Münih Franz Josef Strauss;False;Almanya;DE;EDO
Nürnberg;NUE;Nuremberg;False;Almanya;DE;EDO
Stuttgart;STR;Stuttgart;False;Almanya;DE;EDO
Tiran;TIA;Tiran - Rinas;False;Arnavutluk;AL;EDO
Viyana;VIE;Viyana;False;Avusturya;AT;EDO
Bakü;GYD;Bakü - Haydar Aliyev;False;Azerbaycan;AZ;EDO
Gence;GNJ;Ganja;False;Azerbaycan;AZ;EDO
Bahreyn;BAH;Bahreyn;False;Bahreyn Krallığı;BH;EDO
Brüksel-Charleroi;CRL;Brüksel - Charleroi;False;Belçika;BE;EDO
Dubai;DXB;Dubai;False;Birleşik Arap Emirlikleri;AE;EDO
Şarjah;SHJ;ŞARİKA - Sharjah;False;Birleşik Arap Emirlikleri;AE;EDO
Saraybosna;SJJ;Saraybosna;False;Bosna-Hersek;BA;EDO
Sofya;SOF;Sofya;False;Bulgaristan;BG;EDO
Prag;PRG;Prag - Vaclav Havel;False;Çek Cumhuriyeti;CZ;EDO
Kopenhag;CPH;Kopenhag;False;Danimarka;DK;EDO
Erivan;EVN;Zvartnots Uluslararası;False;Ermenistan;AM;EDO
Kazablanka;CMN;Kazablanka Muhammed V;False;Fas;MA;EDO
Helsinki;HEL;Helsinki - Vantaa;False;Finlandiya;FI;EDO
Lyon-Saint Exupery;LYS;Lyon;False;Fransa;FR;EDO
Marsilya;MRS;Marsilya;False;Fransa;FR;EDO
Paris-Orly;ORY;Paris - Orly;False;Fransa;FR;EDO
Batum;BUS;Batum;False;Gürcistan;GE;EDO
Tiflis;TBS;Tiflis;False;Gürcistan;GE;EDO
Zagreb;ZAG;Zagreb;False;Hırvatistan;HR;EDO
Amsterdam;AMS;Amsterdam Schiphol;False;Hollanda;NL;EDO
Eindhoven;EIN;Eindhoven;False;Hollanda;NL;EDO
Rotterdam;RTM;Rotterdam The Hague;False;Hollanda;NL;EDO
Bağdat;BGW;Bağdat;False;Irak;IQ;EDO
Basra;BSR;Basra;False;Irak;IQ;EDO
Erbil;EBL;Erbil;False;Irak;IQ;EDO
Birmingham;BHX;Birmingham;False;İngiltere;GB;EDO
Edinburgh;EDI;Edinburgh;False;İngiltere;GB;EDO
Londra-Stansted;STN;Londra - Stansted;False;İngiltere;GB;EDO
Manchester;MAN;Manchester;False;İngiltere;GB;EDO
Tabriz;TBZ;Tebriz;False;İran;IR;EDO
Tahran - IKA;IKA;Tahran;False;İran;IR;EDO
Barselona;BCN;Barselona;False;İspanya;ES;EDO
Madrid - Barajas;MAD;Madrid - Barajas;False;İspanya;ES;EDO
Stockholm - Arlanda;ARN;Stockholm Arlanda;False;İsveç;SE;EDO
Basel - Mulhouse;BSL;Basel;False;İsviçre;CH;EDO
Cenevre;GVA;Cenevre;False;İsviçre;CH;EDO
Zürih;ZRH;Zürih - Kloten;False;İsviçre;CH;EDO
Bologna;BLQ;Bologna Guglielmo Marconi;False;İtalya;IT;EDO
Milan-Bergamo;BGY;Milano - Bergamo;False;İtalya;IT;EDO
Roma-Fiumicino;FCO;Roma - Fiumicino;False;İtalya;IT;EDO
Venedik;VCE;Venedik Marco Polo;False;İtalya;IT;EDO
Podgoritsa/TGD;TGD;Podgorica;False;Karadağ;ME;EDO
Doha - DOH;DOH;Doha;False;Katar;QA;EDO
Almati;ALA;Almati;False;Kazakistan;KZ;EDO
Astana;NQZ;Nur Sultan Nazarbayev;False;Kazakistan;KZ;EDO
Çimkent;CIT;Şimkent;False;Kazakistan;KZ;EDO
Bişkek;FRU;Bişkek;False;Kırgızistan;KG;EDO
Oş;OSS;Oş;False;Kırgızistan;KG;EDO
Priştine;PRN;Priştine;False;Kosova;XK;EDO
Kuveyt;KWI;Kuveyt;False;Kuveyt;KW;EDO
Lefkoşa - Kuzey Kıbrıs;ECN;Ercan;False;Kuzey Kıbrıs Türk Cumhuriyeti;CP;EDO
Üsküp;SKP;Üsküp;False;Kuzey Makedonya;MK;EDO
Beyrut;BEY;Beyrut;False;Lübnan;LB;EDO
Budapeşte;BUD;Budapeşte;False;Macaristan;HU;EDO
Hurgada;HRG;Hurghada;False;Mısır;EG;EDO
İskenderiye;HBE;İskenderiye;False;Mısır;EG;EDO
Kahire-SPX;SPX;Kahire;False;Mısır;EG;EDO
Şarm El-Şeyh;SSH;Şarm El Şeyh;False;Mısır;EG;EDO
Oslo;OSL;Oslo;False;Norveç;NO;EDO
Karachi;KHI;Karaçi Jinnah;False;Pakistan;PK;EDO
Bükreş-Otopeni;OTP;Bükreş - Henri Coanda;False;Romanya;RO;EDO
Moskova-Vnukovo;VKO;Moskova;False;Rusya;RU;EDO
St.Petersburg;LED;St.Petersburg Pulkovo;False;Rusya;RU;EDO
Belgrad;BEG;Belgrad;False;Sırbistan;RS;EDO
Bratislava;BTS;Bratislava;False;Slovakya;SK;EDO
Cidde;JED;JEDDAH;False;Suudi Arabistan;SA;EDO
Dammam;DMM;Dammam King Fahd;False;Suudi Arabistan;SA;EDO
Medine;MED;Prince Mohammad Bin Abdulaziz - Medine;False;Suudi Arabistan;SA;EDO
Adana;ADA;Adana;True;Türkiye;TR;EDO
Adıyaman;ADF;Adıyaman;True;Türkiye;TR;EDO
Alanya-Gazipaşa;GZP;Gazipaşa;True;Türkiye;TR;EDO
Amasya - Merzifon;MZH;Amasya Merzifon;True;Türkiye;TR;EDO
Ankara;ESB;Ankara Esenboğa;True;Türkiye;TR;EDO
Antalya;AYT;Antalya;True;Türkiye;TR;EDO
Batman;BAL;Batman;True;Türkiye;TR;EDO
Bingöl;BGG;Bingöl;True;Türkiye;TR;EDO
Dalaman;DLM;Dalaman;True;Türkiye;TR;EDO
Diyarbakır;DIY;Diyarbakır;True;Türkiye;TR;EDO
Elazığ;EZS;Elazığ;True;Türkiye;TR;EDO
Erzincan;ERC;Erzincan;True;Türkiye;TR;EDO
Erzurum;ERZ;Erzurum;True;Türkiye;TR;EDO
Gaziantep;GZT;Gaziantep;True;Türkiye;TR;EDO
Iğdır;IGD;Iğdır Şehit Bülent Aydın;True;Türkiye;TR;EDO
İstanbul - Sabiha Gokcen;SAW;Istanbul - Sabiha Gökçen;True;Türkiye;TR;EDO
Kars;KSY;Kars;True;Türkiye;TR;EDO
Kayseri;ASR;Kayseri;True;Türkiye;TR;EDO
Konya;KYA;Konya;True;Türkiye;TR;EDO
Malatya;MLX;Malatya;True;Türkiye;TR;EDO
Mardin;MQM;Mardin;True;Türkiye;TR;EDO
Muğla - Milas Bodrum;BJV;Milas - Bodrum;True;Türkiye;TR;EDO
Muş;MSR;Muş;True;Türkiye;TR;EDO
Ordu-Giresun;OGU;Ordu;True;Türkiye;TR;EDO
Rize - Artvin;RZV;Rize Artvin;True;Türkiye;TR;EDO
Samsun;SZF;Samsun;True;Türkiye;TR;EDO
Sivas;VAS;Sivas;True;Türkiye;TR;EDO
Şanlıurfa;GNY;Şanlıurfa;True;Türkiye;TR;EDO
Trabzon;TZX;Trabzon;True;Türkiye;TR;EDO
Van;VAN;Van;True;Türkiye;TR;EDO
Maskat;MCT;Maskat;False;Umman;OM;EDO
Amman;AMM;Amman Kraliçe Aliye;False;Ürdün;JO;EDO
Atina;ATH;Atina;False;Yunanistan;GR;EDO
Berlin-Brandenburg;BER;Berlin - Brandenburg;False;Almanya;DE;BAL
Dortmund;DTM;Dortmund;False;Almanya;DE;BAL
Düsseldorf;DUS;Düsseldorf;False;Almanya;DE;BAL
Frankfurt - Main;FRA;Frankfurt Main;False;Almanya;DE;BAL
